0.415,0.446,1
0.716,0.502,1
0.76,0.51,1
0.05,0.209,0
0.055,0.21,1
0.477,0.405,0
0.672,0.543,1
0.024,0.218,1
0.771,0.449,0
0.513,0.02,0
0.513,0.083,0
0.75,0.389,0
0.584,0.478,0
0.726,0.442,1
0.711,0.419,1
0.056,0.274,0
0.399,0.039,0
0.822,0.548,0
0.734,0.5,1
0.71,0.482,0
0.555,0.431,1
0.026,0.114,0
0.41,0.468,1
0.73,0.453,1
0.493,0.306,0
0.396,0.062,1
0.708,0.56,0
0.012,0.134,1
0.551,0.007,1
0.081,0.203,0
0.764,0.557,1
0.417,0.455,1
0.436,0.437,0
0.56,0.379,0
0.126,0.195,0
0.553,0.136,0
0.517,0.436,1
0.7,0.506,1
0.037,0.284,1
0.419,0.145,0
0.423,0.024,0
0.525,0.46,0
0.418,0.123,0
0.466,0.119,1
0.006,0.18,0
0.652,0.022,0
0.117,0.12,0
0.021,0.216,1
0.021,0.281,0
0.458,0.354,0
0.848,0.445,0
0.545,0.036,1
0.733,0.356,0
0.441,0.016,0
0.625,0.554,1
0.105,0.161,0
0.56,0.056,1
0.442,0.339,0
0.524,0.389,1
0.711,0.487,0
0.09,0.245,0
0.381,0.373,0
0.522,0.393,1
0.505,0.064,0
0.815,0.496,1
0.484,0.373,1
0.457,0.03,0
0.698,0.532,1
0.071,0.044,0
0.434,0.067,0
0.13,0.233,1
0.661,0.462,0
0.661,0.435,0
0.035,0.227,0
0.45,0.048,0
0.503,0.035,1
0.426,0.423,0
0.48,0.07,0
0.491,0.4,0
0.668,0.546,0
0.761,0.448,1
0.533,0.385,1
0.425,0.518,1
0.782,0.522,0
0.471,0.023,0
0.556,0.051,1
0.801,0.414,0
0.597,0.399,0
0.799,0.521,0
0.395,0.478,0
0.589,0.253,0
0.544,0.039,1
0.475,0.459,0
0.648,0.422,0
0.578,0.046,0
0.453,0.339,0
0.591,0.549,1
0.83,0.426,1
0.062,0.224,0
0.14,0.154,1
0.499,0.396,0
0.504,0.446,1
0.533,0.089,0
0.47,0.47,1
0.656,0.453,0
0.017,0.165,1
0.795,0.435,0
0.014,0.174,0
0.091,0.22,1
0.018,0.209,1
0.74,0.437,0
0.034,0.145,1
0.546,0.427,0
0.418,0.045,0
0.647,0.424,0
0.729,0.432,1
0.482,0.032,0
0.462,0.034,1
0.752,0.443,1
0.1,0.268,0
0.003,0.322,1
0.43,0.007,0
0.024,0.233,0
0.452,0.049,0
0.826,0.425,0
0.776,0.637,0
0.579,0.433,0
0.445,0.406,1
0.671,0.437,0
0.523,0.055,1
0.539,0.001,1
0.709,0.387,1
0.421,0.082,1
0.696,0.556,1
0.475,0.568,1
0.72,0.52,0
0.036,0.185,0
0.548,0.025,0
0.497,0.046,1
0.508,0.377,0
0.576,0.011,1
0.606,0.467,0
0.768,0.438,1
0.537,0.003,0
0.009,0.221,1
0.809,0.372,1
0.434,0.322,0
0.051,0.18,1
0.478,0.392,0
0.788,0.393,1
0.034,0.108,1
0.049,0.129,0
0.451,0.511,1
0.384,0.479,0
0.441,0.44,1
0.576,0.44,0
0.117,0.304,1
0.73,0.39,0
0.48,0.445,0
0.493,0.029,0
0.755,0.513,1
0.065,0.283,1
0.622,0.425,1
0.477,0.039,1
0.028,0.112,1
0.399,0.006,0
0.427,0.032,1
0.714,0.431,1
0.08,0.242,0
0.533,0.424,0
0.487,0.443,0
0.419,0.382,0
0.526,0.474,1
0.001,0.182,1
0.601,0.418,0
0.003,0.248,1
0.497,0.026,0
0.421,0.464,0
0.477,0.376,0
0.513,0.035,0
0.652,0.492,0
0.349,0.377,0
0.017,0.232,1
0.549,0.38,0
0.507,0.331,0
0.523,0.444,1
0.412,0.437,1
0.755,0.514,1
0.758,0.376,1
0.704,0.498,1
0.451,0.081,1
0.558,0.03,1
0.427,0.119,1
0.493,0.295,1
0.031,0.222,0
0.485,0.025,0
0.735,0.468,1
0.839,0.457,1
0.52,0.072,0
0.084,0.177,0
0.802,0.537,1
0.417,0.464,0
0.721,0.496,1
0.793,0.407,0
0.769,0.457,1
0.684,0.405,1
0.02,0.217,1
0.014,0.255,1
0.07,0.071,0
0.519,0.019,0
0.447,0.475,0
0.458,0.361,1
0.45,0.386,0
0.754,0.528,0
0.014,0.295,0
0.423,0.399,0
0.771,0.321,0
0.758,0.408,1
0.471,0.048,0
0.428,0.459,0
0.044,0.206,0
0.719,0.394,1
0.691,0.461,1
0.77,0.482,0
0.443,0.038,0
0.503,0.414,0
0.104,0.145,0
0.592,0.465,1
0.474,0.007,0
0.746,0.472,0
0.595,0.562,0
0.026,0.081,1
0.727,0.421,0
0.525,0.071,1
0.441,0.329,1
0.41,0.315,1
0.45,0.409,1
0.758,0.515,1
0.53,0.407,0
0.033,0.201,0
0.049,0.09,1
0.481,0.095,0
0.535,0.566,1
0.71,0.288,0
0.506,0.007,0
0.485,0.019,1
0.73,0.449,0
0.731,0.45,0
0.684,0.496,0
0.475,0.451,1
0.469,0.051,0
0.494,0.405,1
0.094,0.235,0
0.489,0.429,1
0.767,0.536,1
0.567,0.393,0
0.742,0.393,0
0.153,0.328,0
0.717,0.476,1
0.089,0.056,0
0.01,0.28,1
0.816,0.383,0
0.442,0.365,0
0.595,0.096,0
0.73,0.464,1
0.7,0.467,0
0.383,0.029,1
0.528,0.043,0
0.009,0.183,0
0.02,0.272,0
0.003,0.169,1
0.667,0.495,1
0.019,0.224,1
0.06,0.166,0
0.528,0.398,1
0.673,0.424,0
0.756,0.425,1
0.579,0.303,0
0.483,0.03,1
0.048,0.212,0
0.467,0.41,0
0.727,0.427,0
0.02,0.169,0
0.413,0.413,1
0.006,0.269,0
0.518,0.006,0
0.087,0.194,0
0.549,0.43,1
0.047,0.15,0
0.467,0.096,0
0.438,0.346,1
0.484,0.001,1
0.442,0.039,1
0.69,0.437,0
0.542,0.049,1
0.629,0.532,0
0.587,0.056,0
0.507,0.348,1
0.154,0.229,0
0.526,0.566,1
0.524,0.472,0
0.558,0.383,1
0.51,0.004,0
0.746,0.479,1
0.561,0.028,1
0.042,0.123,0
0.088,0.063,1
0.041,0.2,1
0.707,0.43,0
0.461,0.45,1
0.786,0.447,0
0.798,0.465,1
0.119,0.16,0
0.003,0.169,1
0.475,0.029,1
0.09,0.209,1
0.472,0.404,1
0.467,0.06,0
0.799,0.511,0
0.731,0.538,1
0.534,0.02,0
0.5,0.432,1
0.794,0.408,0
0.01,0.235,0
0,0.254,1
0.512,0.047,1
0.77,0.578,1
0.485,0.363,1
0.679,0.452,1
0.476,0.377,1
0.671,0.454,0
0.615,0.085,0
0.017,0.156,0
0.776,0.422,0
0.031,0.172,1
0.495,0.469,0
0.437,0.067,1
0.739,0.356,1
0.48,0.555,0
0.7,0.435,0
0.56,0.507,0
0.009,0.221,1
0.477,0.099,0
0.48,0.463,1
0.453,0.471,1
0.544,0.038,1
0.342,0.112,1
0.057,0.195,1
0.071,0.057,1
0.577,0.051,1
0.532,0.343,0
0.464,0.011,0
0.062,0.129,0
0.574,0.153,0
0.564,0.391,0
0.766,0.421,1
0.369,0.066,0
0.056,0.194,0
0.459,0.059,1
0.466,0.005,0
0.633,0.401,1
0.47,0.514,0
0.691,0.444,1
0.007,0.166,0
0.531,0.483,0
0.491,0.454,0
0.43,0.412,0
0.035,0.211,0
0.536,0.075,0
0.478,0.467,1
0.485,0.006,0
0.68,0.506,1
0.434,0.382,1
0.076,0.109,1
0.071,0.185,0
0.434,0.431,1
0.397,0.039,1
0.047,0.244,0
0.722,0.479,0
0.448,0.393,0
0.52,0.077,0
0.453,0.362,1
0.646,0.464,1
0.519,0.058,0
0.557,0.362,1
0.49,0.397,0
0.501,0.061,1
0.061,0.142,1
0.447,0.419,1
0.732,0.421,1
0.058,0.217,0
0.032,0.189,0
0.391,0.476,1
0.734,0.471,0
0.518,0.01,0
0.643,0.48,0
0.508,0.021,0
0.566,0.044,0
0.822,0.474,1
0.65,0.473,0
0.06,0.26,0
0.522,0.343,1
0.517,0.359,0
0.452,0.026,1
0.075,0.193,1
0.013,0.206,0
0.819,0.434,0
0.11,0.254,0
0.545,0.101,0
0.494,0.476,1
0.693,0.476,0
0.476,0.001,0
0.479,0.489,0
0.463,0.015,0
0.127,0.22,1
0.463,0.46,0
0.076,0.174,1
0.066,0.149,0
0.489,0.144,0
0.038,0.211,1
0.448,0.46,1
0.073,0.268,1
0.795,0.492,1
0.029,0.152,1
0.745,0.554,1
0.564,0.38,0
0.508,0.306,0
0.492,0.389,0
0.503,0.107,1
0.511,0.501,1
0.52,0.052,0
0.458,0.018,1
0.048,0.15,1
0.428,0.063,0
0.064,0.163,0
0.481,0.027,0
0.54,0.454,1
0.069,0.175,1
0.094,0.112,0
0.435,0.467,0
0.426,0.421,1
0.707,0.487,0
0.553,0.316,0
0.508,0.013,1
0.536,0.371,1
0.56,0.07,1
0.712,0.387,1
0.774,0.498,0
0.722,0.485,0
0.657,0.435,1
0.483,0.003,0
0.441,0.509,1
0.72,0.414,0
0.641,0.437,0
0.427,0.045,0
0.54,0.089,1
0.543,0.47,1
0.504,0.376,1
0.703,0.353,0
0.777,0.448,1
0.696,0.47,1
0.761,0.419,0
0.398,0.024,0
0.624,0.443,1
0.756,0.479,0
0.083,0.261,1
0.002,0.14,1
0.492,0.03,1
0.712,0.403,1
0.165,0.145,1
0.71,0.416,0
0.575,0.528,1
0.725,0.4,0
0.467,0.433,0
0.517,0,0
0.46,0.052,0
0.77,0.405,0
0.685,0.38,1
0.487,0.349,0
0.42,0.309,1
0.382,0.537,1
0.618,0.031,1
0.425,0.035,0
0.004,0.149,0
0.361,0.028,0
0.397,0.44,0
0.481,0.455,1
0.613,0.516,0
0.518,0.053,1
0.862,0.473,1
0.497,0.254,0
0.55,0.072,1
0.463,0.105,0
0.522,0.332,0
0.033,0.18,0
0.46,0.018,1
0.748,0.529,1
0.656,0.458,1
0.491,0.043,0
0.45,0.064,0
0.459,0.353,1
0.447,0.314,1
0.556,0.366,0
0.641,0.544,0
0.008,0.193,0
0.757,0.532,1
0.712,0.481,0
0.812,0.46,1
0.722,0.464,0
0.816,0.476,0
0.104,0.198,0
0.488,0.447,1
0.762,0.515,0
0.471,0.037,1
0.693,0.442,0
0.053,0.137,0
0.019,0.207,0
0.749,0.442,0
0.334,0.01,1
0.625,0,0
0.798,0.393,0
0.706,0.488,1
0.547,0.065,0
0.356,0.425,0
0.391,0.087,1
0.434,0.051,0
0.588,0.021,1
0.758,0.498,1
0.042,0.151,0
0.025,0.17,1
0.509,0.404,1
0.088,0.173,1
0.374,0.383,0
0.488,0.004,0
0.862,0.467,0
0.521,0.001,0
0.76,0.461,1
0.582,0.496,0
0.007,0.225,1
0.518,0.052,0
0.551,0.402,1
0.08,0.261,1
0.055,0.253,1
0.059,0.139,1
0.541,0.411,0
0.506,0.057,0
0.46,0.084,1
0.651,0.488,1
0.035,0.112,0
0.005,0.214,1
0.555,0.038,1
0.014,0.213,0
0.51,0.012,0
0.147,0.13,1
0.559,0.372,1
0.785,0.592,0
0.416,0.461,0
0.019,0.146,1
0.457,0.466,1
0.719,0.516,1
0.011,0.127,0
0.06,0.225,0
0.638,0.041,1
0.426,0.353,0
0.502,0.017,0
0.508,0.047,0
0.102,0.115,1
0.016,0.146,1
0.414,0.016,1
0.689,0.409,0
0.081,0.098,0
0.504,0.047,1
0.527,0.486,1
0.48,0.003,0
0.491,0.037,0
0.05,0.136,1
0.519,0.012,1
0.519,0.402,1
0.006,0.057,1
0.779,0.423,1
0.695,0.512,0
0.774,0.412,0
0.5,0.503,0
0.545,0.013,1
0.839,0.469,1
0.041,0.154,0
0.743,0.444,0
0.503,0.478,1
0.454,0.269,1
0.718,0.453,0
0.511,0.024,0
0.754,0.355,1
0.51,0.018,1
0.444,0.342,1
0.483,0.334,1
0.602,0.454,1
0.484,0.335,0
0.032,0.147,0
0.41,0.306,0
0.381,0.061,0
0.781,0.377,1
0.037,0.201,1
0.634,0.473,1
0.482,0.044,0
0.01,0.262,1
0.444,0.464,1
0.524,0.425,0
0.464,0.333,1
0.612,0.426,1
0.537,0.334,1
0.036,0.093,0
0.55,0.387,0
0.035,0.291,1
0.538,0.495,0
0.614,0.007,0
0.731,0.508,1
0.52,0.034,0
0.033,0.126,0
0.374,0.524,0
0.477,0.44,1
0.411,0.034,1
0.424,0.563,1
0.407,0.034,1
0.451,0.12,1
0.637,0.556,1
0.444,0.487,0
0.707,0.492,1
0.648,0.517,1
0.105,0.145,0
0.007,0.156,0
0.499,0.063,0
0.036,0.172,1
0.066,0.128,1
0.707,0.381,0
0.426,0.067,0
0.435,0.031,0
0.09,0.242,1
0.035,0.214,0
0.655,0.494,0
0.471,0.394,0
0.458,0.01,1
0.733,0.547,1
0.525,0.016,0
0.53,0.024,1
0.411,0.028,1
0.563,0.331,1
0.444,0.369,0
0.027,0.203,1
0.381,0.042,1
0.495,0.489,0
0.763,0.514,0
0.487,0.02,1
0.487,0.053,0
0.039,0.165,1
0.501,0.365,1
0.117,0.23,1
0.513,0.033,1
0.539,0.423,0
0.78,0.603,0
0.498,0.423,1
0.66,0.444,0
0.654,0.36,0
0.422,0.054,1
0.723,0.433,0
0.015,0.149,0
0.559,0.358,1
0.482,0.375,0
0.012,0.155,1
0.001,0.216,1
0.047,0.168,0
0.365,0.426,1
0.676,0.434,0
0.078,0.19,1
0.389,0.377,0
0.796,0.422,0
0.434,0.409,0
0.545,0.043,0
0.749,0.503,1
0.687,0.502,1
0.014,0.192,1
0.455,0.363,1
0.608,0.414,1
0.038,0.236,0
0.428,0.053,1
0.501,0.081,1
0.438,0.551,1
0.054,0.166,1
0.057,0.17,0
0.546,0.528,0
0.723,0.388,1
0.826,0.445,1
0.492,0.056,1
0.026,0.128,1
0.463,0.337,0
0.484,0.014,1
0.72,0.39,1
0.113,0.074,0
0.002,0.207,1
0.736,0.474,1
0.437,0.057,0
0.108,0.224,0
0.696,0.501,1
0.49,0.478,1
0.75,0.476,0
0.515,0.383,1
0.457,0.462,1
0.741,0.524,0
0.463,0.133,0
0.727,0.472,1
0.434,0.08,0
0.754,0.464,1
0.587,0.422,1
0.042,0.15,0
0.538,0.087,1
0.1,0.296,0
0.041,0.106,0
0.044,0.251,0
0.492,0.039,0
0.447,0.063,1
0.66,0.41,0
0.426,0.024,0
0.316,0.415,1
0.092,0.143,0
0.526,0.01,0
0.739,0.471,1
0.736,0.418,0
0.055,0.107,1
0.697,0.421,0
0.471,0.125,1
0.3,0.519,0
0.045,0.251,1
0.556,0.088,1
0.075,0.198,0
0.04,0.066,0
0.417,0.52,0
0.417,0.042,0
0.013,0.075,0
0.455,0.022,1
0.805,0.58,0
0.694,0.449,0
0.404,0.455,1
0.411,0.008,1
0.083,0.142,0
0.065,0.048,1
0.743,0.404,0
0.744,0.498,0
0.441,0.012,1
0.519,0.053,1
0.487,0.506,1
0.545,0.305,1
0.444,0.405,0
0.035,0.205,0
0.028,0.211,1
0.753,0.419,1
0.072,0.249,1
0.586,0.462,0
0.701,0.533,0
0.491,0.059,1
0.437,0,0
0.454,0.015,1
0.736,0.455,0
0.617,0.053,1
0.803,0.563,0
0.67,0.53,1
0.501,0.335,0
0.668,0.436,1
0.389,0.419,1
0.018,0.061,1
0.44,0.014,1
0.697,0.51,0
0.534,0.317,1
0.564,0.026,0
0.416,0.027,0
0.487,0.441,0
0.538,0.092,1
0.073,0.283,0
0.46,0.393,0
0.749,0.513,1
0.668,0.515,0
0.435,0.392,0
0.714,0.503,1
0.822,0.494,1
0.868,0.421,1
0.49,0.522,1
0.053,0.224,1
0.485,0.079,0
0.052,0.246,1
0.462,0.429,1
0.446,0.079,1
0.132,0.127,1
0.75,0.465,1
0.039,0.189,0
0.508,0.001,1
0.445,0.494,1
0.504,0.014,1
0.701,0.544,0
0.507,0.453,0
0.703,0.501,1
0.113,0.149,1
0.081,0.184,1
0.38,0.321,0
0.443,0.492,1
0.477,0.087,0
0.021,0.198,0
0.553,0.455,0
0.513,0.063,1
0.481,0.036,1
0.574,0.419,0
0.414,0.477,0
0.535,0.406,0
0.007,0.216,1
0.555,0.431,1
0.705,0.51,0
0.399,0.44,1
0.845,0.554,0
0.168,0.165,1
0.348,0.382,0
0.067,0.311,0
0.01,0.129,1
0.088,0.166,1
0.535,0.004,1
0.67,0.481,1
0.746,0.471,1
0.019,0.308,1
0.65,0.416,0
0.436,0.069,1
0.006,0.173,1
0.471,0.007,0
0.73,0.427,0
0.783,0.361,1
0.505,0.386,0
0.734,0.564,0
0.503,0.366,1
0.545,0.402,1
0.046,0.216,1
0.55,0.421,0
0.595,0.007,1
0.438,0.034,0
0.528,0.342,0
0.404,0.006,0
0.129,0.191,1
0.552,0.482,0
0.054,0.109,1
0.397,0.011,0
0.438,0.042,1
0.052,0.079,0
0.53,0.342,0
0.068,0.172,0
0.428,0.064,1
0.488,0.002,0
0.058,0.181,0
0.55,0.376,0
0.645,0.363,0
0.428,0.409,0
0.309,0.013,0
0.474,0.012,1
0.56,0.516,0
0.405,0.452,0
0.097,0.087,0
0.535,0.058,1
0.522,0.507,1
0.426,0.001,0
0.524,0.082,1
0.492,0.049,0
0,0.154,0
0.412,0.148,1
0.451,0.4,1
0.707,0.379,0
0.179,0.204,1
0.025,0.204,0
0.04,0.211,1
0.083,0.127,0
0.77,0.446,1
0.448,0.438,0
0.115,0.021,1
0.522,0.336,1
0.532,0.44,0
0.479,0.142,0
0.782,0.437,1
0.45,0.441,0
0.644,0.36,1
0.095,0.221,0
0.459,0.127,1
0.476,0.372,0
0.62,0.393,0
0.439,0.046,0
0.53,0.054,0
0.607,0.451,0
0.028,0.2,1
0.037,0.272,0
0.018,0.178,0
0.764,0.392,0
0.467,0.057,1
0.061,0.136,1
0.156,0.257,1
0.397,0.431,1
0.507,0.047,1
0.439,0.288,0
0.434,0.032,1
0.661,0.461,1
0.014,0.217,1
0.003,0.186,1
0.651,0.426,1
0.4,0.419,1
0.478,0.397,0
0.77,0.403,1
0.406,0.12,1
0.463,0.031,1
0,0.174,1
0.813,0.499,0
0.008,0.194,1
0.618,0.498,1
0.82,0.418,0
0.01,0.193,0
0.427,0.065,0
0.525,0.517,0
0.01,0.032,1
0.483,0.436,1
0.403,0.03,0
0.882,0.527,0
0.537,0.416,1
0.417,0.012,0
0.49,0.048,1
0.064,0.009,1
0.659,0.49,0
0.009,0.194,1
0.012,0.201,0
0.415,0.072,0
0.02,0.199,1
0.525,0.433,0
0.528,0.425,1
0.458,0.044,0
0.712,0.408,0
0.819,0.526,0
0.678,0.506,1
0.773,0.439,1
0.058,0.184,1
0.082,0.192,0
0.085,0.115,1
0.839,0.345,1
0.51,0.041,1
0.465,0.445,0
0.537,0.428,1
0.463,0.298,0
0.514,0.513,0
0.757,0.49,1
0.03,0.31,1
0.052,0.139,0
0.515,0.391,1
0.521,0.389,0
0.552,0.051,1
0.408,0.311,1
0.669,0.398,1
0.478,0.038,0
0.451,0.061,0
0.762,0.484,1
0.526,0.082,1
0.567,0.07,1
0.529,0.443,1
0.76,0.496,1
0.695,0.511,1
0.478,0.482,0
0.448,0.493,1
0.48,0.264,1
0.433,0.441,0
0.507,0.022,1
0.461,0.046,1
0.635,0.399,0
0.567,0.1,0
0.063,0.19,0
0.469,0.314,0
0.717,0.5,1
0.373,0.049,0
0.531,0.02,0
0.586,0.113,1
0.471,0.388,1
0.135,0.098,0
0.039,0.085,0
0.727,0.378,1
0.536,0.126,1
0.744,0.424,1
0.014,0.222,0
0.729,0.415,1
0.047,0.27,1
0.046,0.099,1
0.558,0.03,1
0.499,0.009,1
0.542,0.035,1
0.483,0.001,1
0.076,0.199,1
0.438,0.006,0
0.02,0.158,1
0.021,0.121,1
0.494,0.409,0
0.693,0.432,0
0.769,0.432,1
0.414,0.391,1
0.749,0.437,1
0.493,0.035,1
0.693,0.518,0
0.018,0.098,1
0.45,0.057,0
0.131,0.218,0
